accession,strain,qseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,sseqid_2
XM_009545020,Heterobasidion irregulare,Oe6_s06580,73.083,613,153,11,2245,2851,2244,1638,1.44e-47,207,1
XM_009551217,Heterobasidion irregulare,Oe6_s10369,75.272,368,79,11,16640,17004,866,508,1.02e-34,165,1
XM_009650860,Verticillium dahliae,Oe6_s06580,78.792,1325,248,27,25848,27154,1659,350,0,859,1
XM_009651749,Verticillium dahliae,Oe6_s01218,92.308,78,6,0,539,616,672,749,1.49e-19,111,1
XM_009653363,Verticillium dahliae,Oe6_s10369,74,1150,256,35,36418,37542,488,1619,1.18e-113,427,1
XM_009654032,Verticillium dahliae,Oe6_s06580,74.831,445,99,8,8558,8991,2268,1826,5.23e-42,189,1
XM_009850997,Neurospora tetrasperma,Oe6_s02715,79.558,724,119,23,28239,28943,887,174,1.37e-132,490,1
XM_009851802,Neurospora tetrasperma,Oe6_s01218,83.471,121,16,4,500,618,792,910,5.36e-19,110,1
XM_009851802,Neurospora tetrasperma,Oe6_s01218,76.818,1691,351,32,1250,2918,1509,3180,0,913,1
XM_009854824,Neurospora tetrasperma,Oe6_s10369,75.898,1141,246,27,36418,37543,609,1735,1.45e-152,556,1
XM_009857178,Neurospora tetrasperma,Oe6_s03228,74.494,247,58,4,997,1239,1663,1418,6.66e-17,102,1
XM_009858054,Neurospora tetrasperma,Oe6_s06580,78.08,1323,261,22,25848,27154,1563,254,0,809,1
XM_010104901,Morus notabilis,Oe6_s02199,74.631,406,93,10,75429,75829,572,172,1.55e-35,171,1
XM_010213197,Tinamus guttatus,Oe6_s06168,78.061,196,39,4,60270,60463,49,242,1.02e-20,121,1
XM_010774850,Notothenia coriiceps,Oe6_s02199,76.655,287,63,4,207526,207810,1905,1621,4.33e-31,156,1
XM_010853972,Bison bison,Oe6_s07662,87.719,114,6,8,410,520,16,124,6.03e-25,126,1
XM_011116155,Dactylellina haptotyla,Oe6_s06580,75.27,1294,291,22,25863,27140,1410,130,1.23e-162,590,1
XM_011124681,Arthrobotrys oligospora,Oe6_s06580,75.136,1283,286,25,25849,27113,1559,292,4.44e-157,571,1
XM_011126558,Arthrobotrys oligospora,Oe6_s01218,73.009,1356,330,31,1245,2582,1471,2808,1.29e-119,444,1
XM_011149733,Harpegnathos saltator,Oe6_s02478,83.478,115,19,0,72982,73096,1820,1934,4.37e-17,108,2
XM_011149734,Harpegnathos saltator,Oe6_s02478,83.478,115,19,0,72982,73096,1789,1903,4.37e-17,108,2
XM_011149735,Harpegnathos saltator,Oe6_s02478,83.478,115,19,0,72982,73096,1786,1900,4.37e-17,108,2
XM_011249178,Mus musculus,Oe6_s07662,87.826,115,6,8,411,522,35,144,1.68e-25,128,2
XM_011288954,Felis catus,Oe6_s01147,71.285,1097,252,53,4266,5326,431,1500,8.6e-53,222,1
XM_011288955,Felis catus,Oe6_s01147,71.285,1097,252,53,4266,5326,431,1500,8.6e-53,222,1
XM_011318574,Fusarium graminearum,Oe6_s06580,77.307,1322,269,26,25848,27152,1524,217,0,750,1
XM_011318926,Fusarium graminearum,Oe6_s06580,73.891,969,202,41,7971,8909,2544,1597,1.36e-87,340,1
XM_011319504,Fusarium graminearum,Oe6_s01218,75.954,1809,386,40,1236,3018,2842,4627,0,885,1
XM_011329857,Fusarium graminearum,Oe6_s02715,73.278,726,165,18,28239,28942,826,108,5.47e-57,239,1
XM_011390678,Ustilago maydis,Oe6_s06580,90.656,1327,122,2,25839,27164,1479,154,0,1762,1
XM_011390678,Ustilago maydis,Oe6_s06580,98.387,62,1,0,27641,27702,79,18,4.19e-18,110,1
XM_011390678,Ustilago maydis,Oe6_s06580,94.805,77,4,0,27435,27511,155,79,1.93e-21,121,1
XM_011390682,Ustilago maydis,Oe6_s06580,89.976,2943,287,6,7669,10610,2936,1,0,3794,1
XM_011390683,Ustilago maydis,Oe6_s06580,76.263,4651,979,106,73,4644,4755,151,0,2357,1
XM_011393409,Ustilago maydis,Oe6_s10369,89.474,114,12,0,16880,16993,632,519,1.33e-28,145,1
XM_011426478,Crassostrea gigas,Oe6_s02199,73.476,1214,290,30,74868,76065,1396,199,2.31e-113,429,2
XM_011430395,Crassostrea gigas,Oe6_s07662,88.393,112,9,4,411,520,265,156,1.3e-26,132,2
XM_012193021,Cryptococcus neoformans,Oe6_s06580,80.598,1237,226,13,25935,27164,1487,258,0,942,1
XM_012195615,Cryptococcus neoformans,Oe6_s06580,73.626,1547,344,47,8077,9591,2829,1315,4.51e-147,538,1
XM_012280499,Megachile rotundata,Oe6_s07662,88.793,116,7,6,411,523,1912,1800,2.79e-28,137,1
XM_012324337,Fibroporia radiculosa,Oe6_s04608,85.586,111,10,5,1415,1522,171,278,1.34e-18,111,1
XM_012332306,Pseudozyma hubeiensis,Oe6_s06580,74.088,2385,526,73,31174,33524,2378,52,0,896,1
XM_012332307,Pseudozyma hubeiensis,Oe6_s06580,93.506,77,5,0,27435,27511,317,241,9e-20,115,1
XM_012332307,Pseudozyma hubeiensis,Oe6_s06580,91.635,1327,109,2,25839,27164,1641,316,0,1834,1
XM_012332307,Pseudozyma hubeiensis,Oe6_s06580,100,62,0,0,27641,27702,241,180,9e-20,115,1
XM_012332308,Pseudozyma hubeiensis,Oe6_s06580,80.53,1926,348,15,19037,20942,2636,718,0,1454,1
XM_012332313,Pseudozyma hubeiensis,Oe6_s06580,90.323,2945,279,4,7669,10613,3101,163,0,3855,1
XM_012332314,Pseudozyma hubeiensis,Oe6_s06580,77.93,4232,846,73,71,4255,4778,588,0,2560,1
XM_012333293,Pseudozyma hubeiensis,Oe6_s01218,74.319,1028,236,25,1251,2264,1840,2853,1.31e-109,411,1
XM_012347804,Saprolegnia parasitica,Oe6_s06580,73.03,330,75,12,26704,27026,641,319,1.95e-16,104,1
XM_012411186,Athalia rosae,Oe6_s07662,92.308,117,5,4,408,522,188,74,4.6e-36,163,2
XM_012445433,Aotus nancymaae,Oe6_s01147,75.418,419,97,4,4248,4663,965,1380,1.45e-45,198,1
XM_012445434,Aotus nancymaae,Oe6_s01147,75.418,419,97,4,4248,4663,413,828,1.45e-45,198,1
XM_012445435,Aotus nancymaae,Oe6_s01147,75.418,419,97,4,4248,4663,450,865,1.45e-45,198,1
XM_012445436,Aotus nancymaae,Oe6_s01147,75.418,419,97,4,4248,4663,439,854,1.45e-45,198,1
XM_012445437,Aotus nancymaae,Oe6_s01147,75.418,419,97,4,4248,4663,610,1025,1.45e-45,198,1
XM_012445438,Aotus nancymaae,Oe6_s01147,75.418,419,97,4,4248,4663,610,1025,1.45e-45,198,2
XM_012445439,Aotus nancymaae,Oe6_s01147,75.418,419,97,4,4248,4663,530,945,1.45e-45,198,1
XM_012445441,Aotus nancymaae,Oe6_s01147,75.418,419,97,4,4248,4663,413,828,1.45e-45,198,1
XM_012619267,Gossypium raimondii,Oe6_s02199,69.396,1209,329,38,74824,76012,1561,374,9.37e-28,145,1
XM_012619273,Gossypium raimondii,Oe6_s02199,69.396,1209,329,38,74824,76012,1561,374,9.37e-28,145,1
XM_012619278,Gossypium raimondii,Oe6_s02199,69.396,1209,329,38,74824,76012,1561,374,9.37e-28,145,1
XM_012619288,Gossypium raimondii,Oe6_s02199,69.396,1209,329,38,74824,76012,1561,374,9.37e-28,145,1
XM_012619293,Gossypium raimondii,Oe6_s02199,69.396,1209,329,38,74824,76012,1561,374,9.37e-28,145,1
XM_012835678,Clupea harengus,Oe6_s02199,73.481,362,85,9,207526,207880,1630,1273,3.39e-22,126,1
XM_012835679,Clupea harengus,Oe6_s02199,73.481,362,85,9,207526,207880,1593,1236,3.39e-22,126,1
XM_012883540,Pseudogymnoascus destructans,Oe6_s02715,83.938,386,56,6,9069,9451,452,834,8.66e-95,364,1
XM_012887148,Pseudogymnoascus destructans,Oe6_s02715,76.91,602,120,16,28231,28819,876,281,1.47e-82,324,1
XM_012887343,Pseudogymnoascus destructans,Oe6_s06580,76.184,1478,306,39,8073,9527,2691,1237,0,737,1
XM_012889748,Pseudogymnoascus destructans,Oe6_s01218,77.591,772,163,9,1245,2011,1523,2289,4.62e-124,459,1
XM_012891305,Pseudogymnoascus destructans,Oe6_s10369,76.357,258,53,8,36830,37083,1075,1328,1.04e-24,132,1
XM_012891357,Pseudogymnoascus destructans,Oe6_s06580,79.043,1212,224,22,25947,27140,1535,336,0,804,1
XM_012910706,Babesia bigemina,Oe6_s01218,73.574,333,75,8,1266,1594,1080,1403,1.15e-20,115,1
XM_013085676,Aplysia californica,Oe6_s07662,100,69,0,0,413,481,1586,1654,1.68e-25,128,1
XM_013288764,Papilio polytes,Oe6_s05125,77.586,174,33,4,271,441,1197,1027,2.63e-16,100,1
XM_013390785,Tilletiaria anomala,Oe6_s06580,81.431,2585,452,24,7728,10301,2853,286,0,2089,1
XM_013400565,Exophiala aquamarina,Oe6_s10369,73.66,1101,254,33,36443,37522,502,1587,1.2e-103,394,1
XM_013407362,Exophiala aquamarina,Oe6_s06580,75.339,1326,304,20,25839,27154,1521,209,2.02e-170,616,1
XM_013425642,Fonsecaea pedrosoi,Oe6_s10369,74.135,1098,248,32,36443,37522,475,1554,5.51e-112,422,1
XM_013426394,Fonsecaea pedrosoi,Oe6_s06580,74.848,1320,309,23,25843,27152,1589,283,9.55e-159,577,1
XM_013431930,Fonsecaea pedrosoi,Oe6_s06580,72.68,1724,387,69,8143,9821,2513,829,7.65e-135,497,1
XM_013455049,Exophiala xenobiotica,Oe6_s06580,74.962,1326,311,19,25839,27155,1696,383,1.23e-162,590,1
XM_013455102,Exophiala xenobiotica,Oe6_s01218,73.85,1652,396,31,1245,2878,1683,3316,4.31e-174,625,1
XM_013469910,Rasamsonia emersonii,Oe6_s02715,73.62,743,147,30,28232,28939,786,58,1.52e-57,241,1
XM_013470661,Rasamsonia emersonii,Oe6_s01218,74.66,1693,394,26,1245,2918,1528,3204,0,717,1
XM_013474130,Rasamsonia emersonii,Oe6_s06580,75.406,1911,385,66,7961,9833,2680,817,0,846,1
XM_013474259,Rasamsonia emersonii,Oe6_s06580,77.018,1301,280,19,25848,27140,1518,229,0,728,1
XM_013483330,Aureobasidium subglaciale,Oe6_s10369,74.233,1141,238,38,36418,37522,719,1839,1.18e-113,427,1
XM_013483619,Aureobasidium subglaciale,Oe6_s05664,80.392,612,118,2,1,611,259,869,1.41e-126,464,1
XM_013484506,Aureobasidium subglaciale,Oe6_s03228,84.474,380,59,0,2412,2791,380,1,3.56e-99,375,1
XM_013484506,Aureobasidium subglaciale,Oe6_s03228,87.285,1337,141,17,938,2271,1739,429,0,1500,1
XM_013484806,Aureobasidium subglaciale,Oe6_s05371,79.61,1025,185,15,22,1034,577,1589,0,713,1
XM_013485171,Aureobasidium subglaciale,Oe6_s06580,77.248,1802,334,64,8073,9833,2628,862,0,987,1
XM_013486180,Aureobasidium subglaciale,Oe6_s01218,86.776,2813,336,20,241,3047,515,3297,0,3101,1
XM_013488309,Aureobasidium subglaciale,Oe6_s02715,83.913,230,35,2,9069,9297,138,366,7.13e-51,219,1
XM_013489957,Aureobasidium subglaciale,Oe6_s02715,89.076,238,26,0,30697,30934,275,38,3.2e-74,296,1
XM_013491291,Aureobasidium subglaciale,Oe6_s04984,92.519,1417,97,2,2546,3962,1659,252,0,2021,1
XM_013491291,Aureobasidium subglaciale,Oe6_s04984,91.078,269,21,2,4004,4269,269,1,1.77e-94,361,1
XM_013491400,Aureobasidium subglaciale,Oe6_s04984,90.909,297,27,0,4031,4327,1,297,3.75e-106,399,1
XM_013491400,Aureobasidium subglaciale,Oe6_s04984,86.969,706,92,0,4579,5284,504,1209,0,795,1
XM_013493007,Aureobasidium subglaciale,Oe6_s06580,79.746,1338,232,30,25836,27152,1637,318,0,933,1
XM_013568452,Aureobasidium namibiae,Oe6_s10369,75.552,1133,225,37,36418,37516,434,1548,1.14e-138,510,1
XM_013568965,Aureobasidium namibiae,Oe6_s06580,80.373,1340,218,29,25839,27154,1485,167,0,976,1
XM_013569609,Aureobasidium namibiae,Oe6_s02715,89.427,227,24,0,30697,30923,227,1,1.93e-71,287,1
XM_013569796,Aureobasidium namibiae,Oe6_s02715,82.048,713,120,7,28234,28942,760,52,6.06e-166,601,1
XM_013570201,Aureobasidium namibiae,Oe6_s01218,89.491,2807,288,7,246,3047,514,3318,0,3542,1
XM_013571500,Aureobasidium namibiae,Oe6_s03228,86.358,821,102,5,1459,2271,1247,429,0,887,1
XM_013571500,Aureobasidium namibiae,Oe6_s03228,87.146,459,58,1,937,1394,1734,1276,1.55e-142,520,1
XM_013571637,Aureobasidium namibiae,Oe6_s01757,82.022,356,64,0,313,668,450,95,3.9e-78,303,1
XM_013573105,Aureobasidium namibiae,Oe6_s04984,84.322,708,111,0,4575,5282,22,729,0,693,1
XM_013573209,Aureobasidium namibiae,Oe6_s04984,89.908,1417,134,3,2546,3962,1659,252,0,1816,1
XM_013573209,Aureobasidium namibiae,Oe6_s04984,90.837,251,23,0,4019,4269,251,1,2.98e-87,337,1
XM_013574392,Aureobasidium namibiae,Oe6_s06580,76.769,1795,355,50,8073,9833,2610,844,0,948,1
XM_013576849,Aureobasidium namibiae,Oe6_s10369,78.571,196,37,4,36863,37057,871,1062,1.74e-22,124,1
XM_013903128,Thecamonas trahens,Oe6_s02715,80.864,162,29,2,9094,9254,465,625,4.45e-23,126,1
XM_014009228,Austrofundulus limnaeus,Oe6_s02199,74.101,1251,304,17,74832,76072,1468,228,6.24e-134,497,1
XM_014079804,Ogataea parapolymorpha,Oe6_s06580,72.765,727,168,28,7996,8709,2444,1735,6.67e-51,219,1
XM_014081697,Ogataea parapolymorpha,Oe6_s06580,72.277,1313,334,24,25852,27149,1463,166,8.04e-100,381,1
XM_014083582,Trichoderma atroviride,Oe6_s06580,78.03,1320,248,31,25838,27133,1571,270,0,793,1
XM_014086215,Trichoderma atroviride,Oe6_s02715,74.313,728,154,27,28239,28942,808,90,1.16e-68,278,1
XM_014086628,Trichoderma atroviride,Oe6_s10369,74.591,1161,260,28,36418,37557,482,1628,1.16e-128,477,1
XM_014089425,Trichoderma atroviride,Oe6_s06580,75.325,2075,403,86,7806,9827,2868,850,0,894,1
XM_014095827,Trichoderma virens,Oe6_s02715,81.365,381,69,2,9072,9451,295,674,4.11e-78,309,1
XM_014099063,Trichoderma virens,Oe6_s02715,74.76,729,153,26,28236,28942,813,94,8.9e-75,298,1
XM_014099261,Trichoderma virens,Oe6_s06580,75.377,1921,390,64,7941,9825,2784,911,0,850,1
XM_014100197,Trichoderma virens,Oe6_s06580,78.458,1323,235,38,25839,27133,1563,263,0,819,1
XM_014101358,Trichoderma virens,Oe6_s03228,79.29,169,33,2,2627,2794,315,148,2.38e-21,117,1
XM_014102153,Trichoderma virens,Oe6_s10369,75.411,1155,255,26,36418,37554,583,1726,2.44e-145,532,1
XM_014218522,Bipolaris maydis,Oe6_s06580,76.092,1213,257,27,25835,27032,1591,397,1.58e-166,603,1
XM_014220546,Bipolaris maydis,Oe6_s01218,73.51,1695,399,45,1245,2914,1479,3148,9.39e-166,597,1
XM_014223482,Bipolaris maydis,Oe6_s08789,79.846,521,101,4,3244,3762,55,573,2.05e-99,377,1
XM_014225302,Bipolaris maydis,Oe6_s06580,75.118,1913,394,57,7956,9827,2697,826,0,821,1
XM_014313007,Grosmannia clavigera,Oe6_s06580,73.185,854,189,28,8073,8900,2442,1603,5.05e-67,272,1
XM_014318037,Grosmannia clavigera,Oe6_s06580,76.783,1318,275,24,25839,27139,1479,176,0,710,1
XM_014321215,Trichosporon asahii,Oe6_s10369,76.156,411,80,12,16660,17061,840,439,2.81e-45,200,1
XM_014321740,Trichosporon asahii,Oe6_s06580,78.632,1287,257,16,25839,27116,1476,199,0,837,1
XM_014350754,Copidosoma floridanum,Oe6_s01835,75.665,263,54,8,221,481,1636,1382,9.36e-24,122,2
XM_014350755,Copidosoma floridanum,Oe6_s01835,75.665,263,54,8,221,481,1636,1382,9.36e-24,122,2
XM_014350756,Copidosoma floridanum,Oe6_s01835,75.665,263,54,8,221,481,1567,1313,9.36e-24,122,2
XM_014421374,Halyomorpha halys,Oe6_s01147,71.132,1493,375,49,4210,5674,380,1844,1.07e-81,318,1
XM_014675079,Penicillium digitatum,Oe6_s02715,80.157,383,70,6,9072,9451,216,595,8.97e-70,281,1
XM_014681814,Penicillium digitatum,Oe6_s01218,75.964,1789,383,41,1236,3002,1339,3102,0,878,1
XM_014682902,Penicillium digitatum,Oe6_s06580,75.486,1799,375,48,8073,9835,2562,794,0,819,1
XM_014688160,Metarhizium brunneum,Oe6_s03228,75.097,257,49,9,992,1239,1658,1408,5.15e-18,106,1
XM_014689483,Metarhizium brunneum,Oe6_s04608,86.111,180,25,0,11658,11837,461,282,1.3e-43,195,1
XM_014691070,Metarhizium brunneum,Oe6_s06580,76.183,1205,245,32,25848,27028,1587,401,7.33e-165,597,1
XM_014696364,Bipolaris victoriae,Oe6_s02715,78.961,385,77,4,9069,9451,138,520,4.2e-63,259,1
XM_014700138,Bipolaris victoriae,Oe6_s04608,77.105,380,70,12,1262,1633,46,416,2.16e-46,204,1
XM_014702702,Bipolaris victoriae,Oe6_s01218,75.222,1687,366,47,1245,2905,1420,3080,0,752,1
XM_014703100,Bipolaris victoriae,Oe6_s06580,75.264,1326,292,30,25847,27154,1468,161,2.04e-165,599,1
XM_014706362,Bipolaris victoriae,Oe6_s06580,75.233,1934,382,69,7944,9827,2715,829,0,828,1
XM_014709436,Mixia osmundae,Oe6_s06580,79.466,974,190,10,26196,27164,3570,2602,0,682,1
XM_014718917,Metarhizium majus,Oe6_s00826,76.018,1105,249,14,25923,27019,3236,2140,3.34e-153,558,1
XM_014719430,Metarhizium majus,Oe6_s03228,74.708,257,50,9,992,1239,1658,1408,2.4e-16,100,1
XM_014720633,Metarhizium majus,Oe6_s04608,77.259,343,65,10,11658,11998,512,181,6.04e-42,189,1
XM_014725520,Metarhizium majus,Oe6_s06580,75.645,1318,265,43,25848,27134,1587,295,4.38e-167,604,1
XM_014746705,Polistes canadensis,Oe6_s07662,87.395,119,8,7,408,523,1636,1750,4.66e-26,130,1
XM_014798725,Moesziomyces antarcticus,Oe6_s01218,75.176,427,92,14,1796,2215,2388,2807,6.69e-43,189,1
XM_014799710,Moesziomyces antarcticus,Oe6_s10369,88.281,128,15,0,16880,17007,632,505,2.22e-31,154,1
XM_014801965,Moesziomyces antarcticus,Oe6_s06580,77.03,4175,878,58,89,4221,5075,940,0,2322,1
XM_014801966,Moesziomyces antarcticus,Oe6_s06580,90.767,2946,263,6,7668,10610,2940,1,0,3925,1
XM_014801970,Moesziomyces antarcticus,Oe6_s06580,82.122,1734,301,8,19220,20948,4886,3157,0,1476,1
XM_014801971,Moesziomyces antarcticus,Oe6_s06580,91.403,1326,114,0,25839,27164,2286,961,0,1818,1
XM_014804190,Moesziomyces antarcticus,Oe6_s02715,78.933,356,67,7,9072,9423,894,1245,7.08e-56,235,1
XM_014823966,Priapulus caudatus,Oe6_s04795,82.594,293,43,7,2823,3111,819,1107,2.96e-61,252,1
XM_014907146,Drosophila ananassae,Oe6_s01147,70.95,1432,366,40,4269,5675,766,2172,1.8e-74,294,1
XM_014907147,Drosophila ananassae,Oe6_s01147,70.95,1432,366,40,4269,5675,1136,2542,1.8e-74,294,1
XM_014907148,Drosophila ananassae,Oe6_s01147,70.95,1432,366,40,4269,5675,844,2250,1.8e-74,294,1
XM_014981197,Poecilia mexicana,Oe6_s02597,79.605,152,25,4,55708,55856,706,854,3.33e-16,104,1
XM_015040682,Poecilia latipinna,Oe6_s02597,80.263,152,24,4,55708,55856,706,854,7.15e-18,110,1
XM_015078416,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,722,1791,1.85e-54,228,1
XM_015078417,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,722,1791,1.85e-54,228,1
XM_015078418,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,722,1791,1.85e-54,228,1
XM_015078419,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,722,1791,1.85e-54,228,1
XM_015078420,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,722,1791,1.85e-54,228,1
XM_015078421,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,517,1586,1.85e-54,228,1
XM_015078422,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,594,1663,1.85e-54,228,1
XM_015078424,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,476,1545,1.85e-54,228,1
XM_015078425,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,675,1744,1.85e-54,228,1
XM_015078426,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,675,1744,1.85e-54,228,1
XM_015078427,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,199,1268,1.85e-54,228,1
XM_015078428,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,199,1268,1.85e-54,228,1
XM_015078430,Acinonyx jubatus,Oe6_s01147,71.403,1098,249,55,4266,5326,725,1794,1.85e-54,228,1
XM_015328650,Polistes dominula,Oe6_s04795,77.737,274,56,5,2816,3087,2716,2986,1.43e-34,163,1
XM_015328651,Polistes dominula,Oe6_s04795,77.737,274,56,5,2816,3087,3476,3746,1.43e-34,163,1
XM_015328653,Polistes dominula,Oe6_s04795,77.737,274,56,5,2816,3087,3481,3751,1.43e-34,163,1
XM_015328654,Polistes dominula,Oe6_s04795,77.737,274,56,5,2816,3087,3580,3850,1.43e-34,163,1
XM_015543741,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,581,1650,1.85e-54,228,1
XM_015543742,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,581,1650,1.85e-54,228,1
XM_015543743,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,504,1573,1.85e-54,228,1
XM_015543744,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,199,1268,1.85e-54,228,1
XM_015543745,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,199,1268,1.85e-54,228,1
XM_015543746,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,149,1218,1.85e-54,228,1
XM_015549057,Aspergillus nomius,Oe6_s01218,76.846,1693,361,26,1241,2918,1342,3018,0,926,1
XM_015549423,Aspergillus nomius,Oe6_s10369,80.055,366,63,8,37201,37561,1209,1569,3.53e-64,263,1
XM_015556414,Aspergillus nomius,Oe6_s06580,77.064,1308,269,27,25847,27140,1664,374,0,725,1
XM_015557072,Aspergillus nomius,Oe6_s06580,75.289,1902,385,62,7966,9829,2633,779,0,830,1
XM_015662281,Neodiprion lecontei,Oe6_s04795,76.254,299,61,9,2819,3112,2565,2858,1.11e-30,150,1
XM_015662282,Neodiprion lecontei,Oe6_s04795,76.254,299,61,9,2819,3112,2496,2789,1.11e-30,150,1
XM_015825041,Protobothrops mucrosquamatus,Oe6_s06168,77.436,195,40,4,60235,60427,638,830,1.71e-18,113,1
XM_015971211,Nothobranchius furzeri,Oe6_s02597,74.247,299,69,6,55575,55869,491,785,1.19e-20,119,1
XM_016016582,Ziziphus jujuba,Oe6_s07007,73.333,300,71,8,983,1276,476,180,8.37e-17,102,1
XM_016208752,Miniopterus natalensis,Oe6_s01147,76.018,442,98,8,4266,4703,771,1208,8.6e-53,222,1
XM_016353010,Verruconis gallopava,Oe6_s06580,73.811,1787,400,52,8073,9822,2807,1052,2.58e-179,645,1
XM_016356810,Verruconis gallopava,Oe6_s06580,76.664,1097,240,14,25944,27032,1569,481,9.48e-164,593,1
XM_016367530,Exophiala mesophila,Oe6_s00826,73.653,1503,372,17,25667,27163,3856,2372,9.3e-154,560,1
XM_016367531,Exophiala mesophila,Oe6_s00826,73.653,1503,372,17,25667,27163,3856,2372,9.3e-154,560,1
XM_016372409,Exophiala mesophila,Oe6_s06580,75.395,1329,303,22,25837,27154,1605,290,4.35e-172,621,1
XM_016372410,Exophiala mesophila,Oe6_s06580,75.395,1329,303,22,25837,27154,1743,428,4.35e-172,621,1
XM_016372411,Exophiala mesophila,Oe6_s06580,75.395,1329,303,22,25837,27154,1695,380,4.35e-172,621,1
XM_016372486,Exophiala mesophila,Oe6_s06580,72.993,1644,372,57,8217,9821,2625,1015,9.83e-139,510,1
XM_016375134,Exophiala spinifera,Oe6_s06580,73.278,1800,387,75,8073,9822,2580,825,1.24e-157,573,1
XM_016379954,Exophiala spinifera,Oe6_s01218,74.1,1695,397,37,1245,2918,1414,3087,0,660,1
XM_016388593,Cladophialophora immunda,Oe6_s06580,76.346,1319,283,24,25847,27152,1707,405,0,680,1
XM_016388594,Cladophialophora immunda,Oe6_s06580,76.346,1319,283,24,25847,27152,1659,357,0,680,1
XM_016393796,Cladophialophora immunda,Oe6_s02715,80,235,45,2,29798,30031,1161,928,5.63e-37,172,1
XM_016395222,Cladophialophora immunda,Oe6_s04608,75.521,384,84,10,1269,1647,262,640,3.63e-39,180,1
XM_016398903,Cladophialophora immunda,Oe6_s06580,73.584,1783,401,59,8077,9821,2757,1007,1.56e-171,619,1
XM_016401238,Exophiala oligosperma,Oe6_s06580,72.858,1809,412,68,8073,9839,2755,984,7.49e-150,547,1
XM_016401239,Exophiala oligosperma,Oe6_s06580,72.858,1809,412,68,8073,9839,3044,1273,7.49e-150,547,1
XM_016401240,Exophiala oligosperma,Oe6_s06580,72.858,1809,412,68,8073,9839,2977,1206,7.49e-150,547,1
XM_016401241,Exophiala oligosperma,Oe6_s06580,72.858,1809,412,68,8073,9839,2929,1158,7.49e-150,547,1
XM_016404282,Exophiala oligosperma,Oe6_s06580,75.922,1329,291,28,25839,27154,1741,429,0,654,1
XM_016404283,Exophiala oligosperma,Oe6_s06580,75.922,1329,291,28,25839,27154,1693,381,0,654,1
XM_016404284,Exophiala oligosperma,Oe6_s06580,75.922,1329,291,28,25839,27154,1869,557,0,654,1
XM_016413817,Rhodotorula toruloides,Oe6_s00826,75.208,843,192,16,25895,26730,3492,2660,2.16e-100,383,1
XM_016418809,Rhodotorula toruloides,Oe6_s10369,87.5,152,18,1,16877,17028,649,499,1.7e-37,174,1
XM_016434981,Kalmanozyma brasiliensis,Oe6_s10369,75.862,377,75,11,16639,17007,873,505,1.32e-38,178,1
XM_016438731,Kalmanozyma brasiliensis,Oe6_s06580,91.002,2945,255,6,7668,10610,2937,1,0,3962,1
XM_016438733,Kalmanozyma brasiliensis,Oe6_s06580,77.958,4183,824,76,90,4214,4735,593,0,2527,1
XM_016438761,Kalmanozyma brasiliensis,Oe6_s06580,80.982,1772,311,22,19186,20942,2439,679,0,1382,1
XM_016438771,Kalmanozyma brasiliensis,Oe6_s06580,90.957,1327,118,2,25839,27164,1560,235,0,1784,1
XM_016438771,Kalmanozyma brasiliensis,Oe6_s06580,97.403,77,2,0,27435,27511,236,160,8.94e-25,132,1
